1973-03-20T12:08:13.651413Z,1973-03-20T12:08:50.028771Z
1973-03-20T12:10:14.557073Z,1973-03-20T12:13:59.160847Z
1973-03-20T12:40:14.255186Z,1973-03-20T12:41:31.387262Z
1973-03-20T12:54:23.613677Z,1973-03-20T12:54:41.424998Z
1973-03-20T12:57:30.481601Z,1973-03-20T12:58:25.274054Z
1973-03-20T13:01:27.613677Z,1973-03-20T13:02:15.160847Z
1973-03-20T13:05:11.462733Z,1973-03-20T13:05:33.047639Z
1973-03-20T13:07:15.236318Z,1973-03-20T13:07:46.481601Z
1973-03-20T13:19:23.236318Z,1973-03-20T13:21:30.632545Z
1973-03-20T13:22:29.953299Z,1973-03-20T13:22:59.538205Z
1973-03-20T13:24:27.085375Z,1973-03-20T13:25:05.575941Z
1973-03-20T13:37:57.198582Z,1973-03-20T13:39:15.085375Z
1973-03-20T13:41:04.066507Z,1973-03-20T13:41:45.575941Z
1973-03-20T13:48:54.255186Z,1973-03-20T13:50:26.481601Z
1973-03-20T14:12:13.047639Z,1973-03-20T14:15:31.689149Z
1973-03-20T14:37:31.236318Z,1973-03-20T14:41:51.764620Z
1973-03-20T14:45:59.160847Z,1973-03-20T14:46:55.613677Z
1973-03-20T14:48:58.179715Z,1973-03-20T14:50:13.047639Z
1973-03-20T15:09:55.991035Z,1973-03-20T15:10:23.160847Z
1973-03-20T15:13:41.802356Z,1973-03-20T15:14:07.764620Z
1973-03-20T15:16:59.236318Z,1973-03-20T15:19:31.236318Z
1973-03-20T15:28:47.915564Z,1973-03-20T15:29:27.009903Z
1973-03-20T15:31:13.274054Z,1973-03-20T15:31:59.915564Z
1973-03-20T15:46:36.896696Z,1973-03-20T15:49:38.028771Z
1973-03-20T16:18:12.745752Z,1973-03-20T16:18:42.028771Z
1973-03-20T16:20:05.651413Z,1973-03-20T16:20:38.104243Z
1973-03-20T16:35:54.028771Z,1973-03-20T16:38:50.934432Z
1973-03-20T16:45:02.104243Z,1973-03-20T16:46:26.783488Z
1973-03-20T16:53:24.594809Z,1973-03-20T16:54:01.424998Z
1973-03-20T16:57:04.821224Z,1973-03-20T16:58:00.217450Z
1973-03-20T17:00:37.651413Z,1973-03-20T17:00:55.009903Z
1973-03-20T17:10:08.368394Z,1973-03-20T17:10:36.594809Z
1973-03-20T17:15:01.500469Z,1973-03-20T17:15:24.292922Z
1973-03-20T17:40:30.557073Z,1973-03-20T17:41:01.953299Z
1973-03-20T17:57:32.745752Z,1973-03-20T17:57:52.368394Z
1973-03-20T18:07:30.783488Z,1973-03-20T18:08:05.500469Z
1973-03-20T18:09:07.387262Z,1973-03-20T18:09:44.217450Z
1973-03-20T18:36:10.783488Z,1973-03-20T18:36:26.028771Z
1973-03-20T18:41:14.632545Z,1973-03-20T18:41:30.934432Z
1973-03-20T18:49:55.538205Z,1973-03-20T18:50:14.104243Z
1973-03-20T18:59:29.726884Z,1973-03-20T18:59:47.085375Z
1973-03-20T19:12:21.349526Z,1973-03-20T19:12:34.330658Z
1973-03-20T19:14:35.840092Z,1973-03-20T19:14:53.198582Z
1973-03-20T19:19:07.236318Z,1973-03-20T19:19:19.160847Z
1973-03-20T19:31:25.047639Z,1973-03-20T19:31:45.726884Z
1973-03-20T19:43:04.066507Z,1973-03-20T19:43:30.028771Z
1973-03-20T19:45:47.840092Z,1973-03-20T19:46:44.292922Z
1973-03-20T19:47:51.613677Z,1973-03-20T19:48:11.085375Z
1973-03-20T19:49:11.915564Z,1973-03-20T19:50:59.387262Z
1973-03-20T19:51:43.764620Z,1973-03-20T19:52:10.934432Z
1973-03-20T20:00:36.745752Z,1973-03-20T20:01:14.632545Z
1973-03-20T20:09:13.274054Z,1973-03-20T20:09:43.613677Z
1973-03-20T20:12:06.858960Z,1973-03-20T20:12:30.708016Z
1973-03-20T20:26:58.934432Z,1973-03-20T20:27:22.783488Z
1973-03-20T20:27:48.896696Z,1973-03-20T20:28:15.915564Z
1973-03-20T20:33:26.406130Z,1973-03-20T20:34:16.217450Z
1973-03-20T20:51:30.481601Z,1973-03-20T20:52:35.689149Z
1973-03-20T20:56:55.009903Z,1973-03-20T20:57:16.745752Z
1973-03-20T21:02:55.311790Z,1973-03-20T21:08:14.406130Z
1973-03-20T21:14:07.009903Z,1973-03-20T21:14:37.500469Z
1973-03-20T21:18:00.368394Z,1973-03-20T21:18:26.481601Z
1973-03-20T21:25:26.406130Z,1973-03-20T21:25:43.764620Z
1973-03-20T21:26:21.802356Z,1973-03-20T21:26:39.160847Z
1973-03-20T21:30:13.953299Z,1973-03-20T21:30:58.481601Z
1973-03-20T21:37:21.575941Z,1973-03-20T21:37:45.424998Z
1973-03-20T21:44:06.406130Z,1973-03-20T21:44:19.387262Z
1973-03-20T21:50:09.877828Z,1973-03-20T21:50:47.915564Z
1973-03-20T21:55:39.840092Z,1973-03-20T21:56:13.500469Z
1973-03-20T22:00:08.972167Z,1973-03-20T22:01:18.406130Z
1973-03-20T22:03:28.670281Z,1973-03-20T22:03:56.896696Z
1973-03-20T22:11:07.689149Z,1973-03-20T22:11:28.217450Z
1973-03-20T22:12:04.141979Z,1973-03-20T22:12:15.009903Z
1973-03-20T22:26:39.915564Z,1973-03-20T22:26:57.274054Z
1973-03-20T22:36:42.179715Z,1973-03-20T22:38:20.896696Z
1973-03-20T22:56:26.179715Z,1973-03-20T22:57:03.009903Z
1973-03-20T23:04:29.047639Z,1973-03-20T23:05:01.651413Z
1973-03-20T23:07:59.613677Z,1973-03-20T23:09:05.877828Z
1973-03-20T23:30:41.575941Z,1973-03-20T23:31:06.481601Z
1973-03-20T23:39:03.009903Z,1973-03-20T23:39:58.255186Z
1973-03-20T23:38:24.972167Z,1973-03-20T23:38:40.217450Z
1973-03-20T23:41:12.066507Z,1973-03-20T23:42:28.141979Z
1973-03-20T22:41:56.443865Z,1973-03-20T22:43:12.217450Z
1973-03-20T15:59:02.557073Z,1973-03-20T15:59:42.255186Z
1973-03-20T16:00:19.538205Z,1973-03-20T16:00:38.255186Z
1973-03-20T16:10:00.368394Z,1973-03-20T16:12:07.009903Z
1973-03-20T16:27:43.462733Z,1973-03-20T16:28:16.519337Z
