1977-01-02T11:13:06.309321Z,1977-01-02T11:23:26.384792Z
1977-01-02T13:19:02.686679Z,1977-01-02T13:21:15.969698Z
1977-01-02T14:39:29.705547Z,1977-01-02T14:49:15.064038Z
1977-01-02T15:09:43.592340Z,1977-01-02T15:32:13.781019Z
1977-01-02T16:59:03.290453Z,1977-01-02T17:02:14.535736Z
1977-01-02T18:26:27.516868Z,1977-01-02T18:28:35.064038Z
1977-01-02T22:41:50.686679Z,1977-01-02T22:43:50.686679Z
1977-01-02T23:49:30.007434Z,1977-01-02T23:52:45.177245Z
1977-01-02T12:52:41.101774Z,1977-01-02T12:56:10.309321Z
1977-01-02T13:35:37.403660Z,1977-01-02T13:39:36.045170Z
1977-01-02T10:59:55.667811Z,1977-01-02T11:03:57.479132Z
1977-01-02T10:47:23.516868Z,1977-01-02T10:50:36.875358Z
1977-01-02T08:53:23.365925Z,1977-01-02T08:57:19.894226Z
1977-01-02T08:14:20.724415Z,1977-01-02T08:17:18.082906Z
1977-01-02T07:55:37.705547Z,1977-01-02T07:59:18.082906Z
1977-01-02T06:14:20.724415Z,1977-01-02T06:19:43.139509Z
1977-01-02T06:02:20.724415Z,1977-01-02T06:07:16.271585Z
1977-01-02T05:45:30.611208Z,1977-01-02T05:46:35.064038Z
1977-01-02T05:40:51.064038Z,1977-01-02T05:42:06.384792Z
1977-01-02T05:34:40.347057Z,1977-01-02T05:35:39.516868Z
1977-01-02T05:24:17.101774Z,1977-01-02T05:25:32.271585Z
1977-01-02T05:18:49.403660Z,1977-01-02T05:20:15.290453Z
1977-01-02T04:08:20.724415Z,1977-01-02T04:11:44.799887Z
1977-01-02T03:21:52.045170Z,1977-01-02T03:27:03.592340Z
1977-01-02T04:33:57.328189Z,1977-01-02T04:36:49.252717Z
1977-01-02T03:10:02.762151Z,1977-01-02T03:15:09.026302Z
1977-01-02T00:39:25.026302Z,1977-01-02T00:42:49.252717Z
1977-01-02T01:55:37.554604Z,1977-01-02T01:58:18.762151Z
1977-01-02T01:31:42.082906Z,1977-01-02T01:33:58.535736Z
